algorithm,params,cluster_count,noise_ratio,min_cluster_size,sample_count,valid,silhouette_score,davies_bouldin_index,calinski_harabasz_score,objective_score
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 9, ""linkage"": ""complete""}",9,0.0,2,2240,True,0.10867520931235011,1.4013582076651945,497.18058022760476,0.07971844187860039
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 9, ""linkage"": ""average""}",9,0.0,1,2240,True,0.26902863582564956,0.9665665567452554,456.54125444160917,0.20655914099309933
KMeans,"{""pca_components"": 5, ""n_clusters"": 10, ""n_init"": 10}",10,0.0,122,2240,True,0.19066274392342045,1.4947786628495021,763.9713239286398,0.23177978738623678
KMeans,"{""pca_components"": 5, ""n_clusters"": 10, ""n_init"": 25}",10,0.0,123,2240,True,0.19365377551645843,1.4849161595206426,765.9483200928709,0.2341414533592441
GaussianMixture,"{""pca_components"": 5, ""n_components"": 10, ""covariance_type"": ""full""}",10,0.0,85,2240,True,0.08960159628210804,2.168837211214796,512.5272075666943,0.1422596018468554
GaussianMixture,"{""pca_components"": 5, ""n_components"": 10, ""covariance_type"": ""tied""}",10,0.0,68,2240,True,0.16423842899730978,1.7069101764486292,649.6247258203892,0.20560744914448423
GaussianMixture,"{""pca_components"": 5, ""n_components"": 10, ""covariance_type"": ""diag""}",10,0.0,90,2240,True,0.16072675641005577,1.6241194225440698,630.8985270759822,0.2060514312847565
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 10, ""linkage"": ""ward""}",10,0.0,75,2240,True,0.14063367176113006,1.5452477203275674,629.0729127515897,0.19592488231368776
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 10, ""linkage"": ""complete""}",10,0.0,2,2240,True,0.09750819601073436,1.4114155420169348,450.62991955103075,0.07156017255255528
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 10, ""linkage"": ""average""}",10,0.0,1,2240,True,0.26865326145570395,0.8850063806795465,406.3392466187486,0.21131355817308092
DBSCAN,"{""pca_components"": 5, ""eps"": 0.25, ""min_samples"": 5}",0,1.0,0,2240,False,,,,
DBSCAN,"{""pca_components"": 5, ""eps"": 0.25, ""min_samples"": 10}",0,1.0,0,2240,False,,,,
DBSCAN,"{""pca_components"": 5, ""eps"": 0.25, ""min_samples"": 20}",0,1.0,0,2240,False,,,,
DBSCAN,"{""pca_components"": 5, ""eps"": 0.35, ""min_samples"": 5}",1,0.9977678571428571,5,2240,False,,,,
DBSCAN,"{""pca_components"": 5, ""eps"": 0.35, ""min_samples"": 10}",0,1.0,0,2240,False,,,,
DBSCAN,"{""pca_components"": 5, ""eps"": 0.35, ""min_samples"": 20}",0,1.0,0,2240,False,,,,
DBSCAN,"{""pca_components"": 5, ""eps"": 0.5, ""min_samples"": 5}",30,0.9151785714285714,3,2240,True,0.4484111331862457,0.7601788578744129,254.38486953460864,0.10724746322376091
DBSCAN,"{""pca_components"": 5, ""eps"": 0.5, ""min_samples"": 10}",0,1.0,0,2240,False,,,,
DBSCAN,"{""pca_components"": 5, ""eps"": 0.5, ""min_samples"": 20}",0,1.0,0,2240,False,,,,
DBSCAN,"{""pca_components"": 5, ""eps"": 0.75, ""min_samples"": 5}",41,0.41383928571428574,2,2240,True,-0.08976559212149249,1.02250324297623,109.67509731956082,-0.1371015092214583
DBSCAN,"{""pca_components"": 5, ""eps"": 0.75, ""min_samples"": 10}",4,0.6741071428571428,10,2240,True,0.24696350992396632,0.8925045435978773,553.2792088895271,0.029632366974651797
DBSCAN,"{""pca_components"": 5, ""eps"": 0.75, ""min_samples"": 20}",3,0.9571428571428572,14,2240,True,0.28469511103771156,1.1634997799450184,52.471026426525036,-0.038155668822611954
DBSCAN,"{""pca_components"": 5, ""eps"": 1.0, ""min_samples"": 5}",10,0.13571428571428568,2,2240,True,-0.1758263661688231,1.1117705667878153,13.524868107743808,-0.1296963882013398
DBSCAN,"{""pca_components"": 5, ""eps"": 1.0, ""min_samples"": 10}",3,0.24732142857142858,5,2240,True,-0.18673617856142272,1.952137246489676,1.9713125304057426,-0.19850475040698948
DBSCAN,"{""pca_components"": 5, ""eps"": 1.0, ""min_samples"": 20}",3,0.4933035714285714,18,2240,True,0.4602898883928723,0.9025750820953621,1361.002582740864,0.22087341937342667
DBSCAN,"{""pca_components"": 5, ""eps"": 1.25, ""min_samples"": 5}",2,0.048214285714285765,4,2240,True,0.1410061348771816,0.9330606250223813,6.036643485242822,0.10898937008022253
DBSCAN,"{""pca_components"": 5, ""eps"": 1.25, ""min_samples"": 10}",3,0.08526785714285712,8,2240,True,0.00097875664890165,1.012993958620464,20.714926402385228,0.003719496669828848
DBSCAN,"{""pca_components"": 5, ""eps"": 1.25, ""min_samples"": 20}",1,0.15312499999999996,1897,2240,False,,,,
DBSCAN,"{""pca_components"": 5, ""eps"": 1.5, ""min_samples"": 5}",2,0.01651785714285714,5,2240,True,0.12362010358452205,1.034413584315941,6.779985012320612,0.09917693704892919
DBSCAN,"{""pca_components"": 5, ""eps"": 1.5, ""min_samples"": 10}",1,0.03482142857142856,2162,2240,False,,,,
DBSCAN,"{""pca_components"": 5, ""eps"": 1.5, ""min_samples"": 20}",1,0.06383928571428577,2097,2240,False,,,,
DBSCAN,"{""pca_components"": 5, ""eps"": 2.0, ""min_samples"": 5}",1,0.004017857142857184,2231,2240,False,,,,
DBSCAN,"{""pca_components"": 5, ""eps"": 2.0, ""min_samples"": 10}",1,0.004017857142857184,2231,2240,False,,,,
DBSCAN,"{""pca_components"": 5, ""eps"": 2.0, ""min_samples"": 20}",1,0.007589285714285743,2223,2240,False,,,,
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 10, ""min_samples"": null}",3,0.6178571428571429,10,2240,True,0.3327141880723739,0.7321190756056172,1314.4753762844148,0.11927656881416701
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 10, ""min_samples"": 5}",8,0.6151785714285714,10,2240,True,0.2800270734619529,1.0717527357162444,350.8831616031307,0.05240255753800374
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 10, ""min_samples"": 10}",3,0.6178571428571429,10,2240,True,0.3327141880723739,0.7321190756056172,1314.4753762844148,0.11927656881416701
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 10, ""min_samples"": 20}",2,0.5013392857142858,356,2240,True,0.5888748688132571,0.59901660034079,2345.097364945069,0.437230911134334
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 20, ""min_samples"": null}",2,0.5013392857142858,356,2240,True,0.5888748688132571,0.59901660034079,2345.097364945069,0.437230911134334
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 20, ""min_samples"": 5}",5,0.5290178571428572,20,2240,True,0.30727344777810783,0.9948545973027121,755.2096121822246,0.10034779004349928
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 20, ""min_samples"": 10}",2,0.5558035714285714,301,2240,True,0.6074011708029445,0.5748969398799118,2242.617086865811,0.43702658495071506
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 20, ""min_samples"": 20}",2,0.5013392857142858,356,2240,True,0.5888748688132571,0.59901660034079,2345.097364945069,0.437230911134334
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 35, ""min_samples"": null}",2,0.5883928571428572,262,2240,True,0.6304983717101337,0.5355805743249092,2285.999189763235,0.4483905919732843
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 35, ""min_samples"": 5}",2,0.47901785714285716,392,2240,True,0.5635512886146012,0.6385385450392088,2225.9518843449,0.4213883808609656
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 35, ""min_samples"": 10}",2,0.5558035714285714,301,2240,True,0.6074011708029445,0.5748969398799118,2242.617086865811,0.43702658495071506
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 35, ""min_samples"": 20}",2,0.5013392857142858,356,2240,True,0.5888748688132571,0.59901660034079,2345.097364945069,0.437230911134334
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 50, ""min_samples"": null}",2,0.5691964285714286,278,2240,True,0.6231207016242333,0.5465820771705291,2312.906131426409,0.44750518196356387
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 50, ""min_samples"": 5}",2,0.47901785714285716,392,2240,True,0.5635512886146012,0.6385385450392088,2225.9518843449,0.4213883808609656
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 50, ""min_samples"": 10}",2,0.5558035714285714,301,2240,True,0.6074011708029445,0.5748969398799118,2242.617086865811,0.43702658495071506
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 50, ""min_samples"": 20}",2,0.5013392857142858,356,2240,True,0.5888748688132571,0.59901660034079,2345.097364945069,0.437230911134334
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 75, ""min_samples"": null}",2,0.6276785714285714,219,2240,True,0.6467807570213512,0.5076061074582958,2171.958001002419,0.45103323660983263
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 75, ""min_samples"": 5}",2,0.47901785714285716,392,2240,True,0.5635512886146012,0.6385385450392088,2225.9518843449,0.4213883808609656
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 75, ""min_samples"": 10}",2,0.5558035714285714,301,2240,True,0.6074011708029445,0.5748969398799118,2242.617086865811,0.43702658495071506
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 75, ""min_samples"": 20}",2,0.5013392857142858,356,2240,True,0.5888748688132571,0.59901660034079,2345.097364945069,0.437230911134334
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 100, ""min_samples"": null}",2,0.6285714285714286,213,2240,True,0.6472360739148093,0.5042760410234222,2144.7435128209545,0.4512009275867397
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 100, ""min_samples"": 5}",2,0.47901785714285716,392,2240,True,0.5635512886146012,0.6385385450392088,2225.9518843449,0.4213883808609656
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 100, ""min_samples"": 10}",2,0.5558035714285714,301,2240,True,0.6074011708029445,0.5748969398799118,2242.617086865811,0.43702658495071506
HDBSCAN,"{""pca_components"": 5, ""min_cluster_size"": 100, ""min_samples"": 20}",2,0.5013392857142858,356,2240,True,0.5888748688132571,0.59901660034079,2345.097364945069,0.437230911134334
KMeans,"{""pca_components"": 8, ""n_clusters"": 2, ""n_init"": 10}",2,0.0,1107,2240,True,0.3679068392807657,1.0970539431740525,1640.6105027992317,0.3747604142571319
KMeans,"{""pca_components"": 8, ""n_clusters"": 2, ""n_init"": 25}",2,0.0,1108,2240,True,0.36795112654533835,1.097189605084403,1640.6197782506808,0.37478158202452366
GaussianMixture,"{""pca_components"": 8, ""n_components"": 2, ""covariance_type"": ""full""}",2,0.0,972,2240,True,0.29602562544070415,1.2662001663246518,1126.047038222715,0.3139939487577075
GaussianMixture,"{""pca_components"": 8, ""n_components"": 2, ""covariance_type"": ""tied""}",2,0.0,994,2240,True,0.35258342015120403,1.1038143057781262,1538.9774572679692,0.3634007782674603
GaussianMixture,"{""pca_components"": 8, ""n_components"": 2, ""covariance_type"": ""diag""}",2,0.0,910,2240,True,0.3384436655465631,1.106041025008768,1423.9879056778445,0.3529344013009716
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 2, ""linkage"": ""ward""}",2,0.0,962,2240,True,0.345411716697353,1.110981156461586,1477.0663682651484,0.3577166223161425
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 2, ""linkage"": ""complete""}",2,0.0,5,2240,True,0.5723150239637781,0.927460086595818,33.20062650020585,0.40204114379633304
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 2, ""linkage"": ""average""}",2,0.0,5,2240,True,0.5723150239637781,0.927460086595818,33.20062650020585,0.40204114379633304
KMeans,"{""pca_components"": 8, ""n_clusters"": 3, ""n_init"": 10}",3,0.0,575,2240,True,0.2845309266900686,1.4934202112999682,1197.6562957244923,0.2971855513796335
KMeans,"{""pca_components"": 8, ""n_clusters"": 3, ""n_init"": 25}",3,0.0,575,2240,True,0.2845309266900686,1.4934202112999682,1197.6562957244923,0.2971855513796335
GaussianMixture,"{""pca_components"": 8, ""n_components"": 3, ""covariance_type"": ""full""}",3,0.0,436,2240,True,0.21616366681804586,2.0694393676773895,664.1430572956182,0.22859591251825012
GaussianMixture,"{""pca_components"": 8, ""n_components"": 3, ""covariance_type"": ""tied""}",3,0.0,436,2240,True,0.29387372853106347,1.4825531601366613,1155.4495339670693,0.3032751969821647
GaussianMixture,"{""pca_components"": 8, ""n_components"": 3, ""covariance_type"": ""diag""}",3,0.0,601,2240,True,0.28111310263489164,1.5516066029039752,1128.6507034406459,0.2919875096634008
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 3, ""linkage"": ""ward""}",3,0.0,404,2240,True,0.28035757629767294,1.509799120705568,1123.73737891846,0.2930793639202194
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 3, ""linkage"": ""complete""}",3,0.0,3,2240,True,0.4914125988090741,0.8179949709758262,26.328725875743675,0.357195608256874
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 3, ""linkage"": ""average""}",3,0.0,2,2240,True,0.5612328579680782,0.6798055805092039,20.58529860046882,0.41383395758213204
KMeans,"{""pca_components"": 8, ""n_clusters"": 4, ""n_init"": 10}",4,0.0,123,2240,True,0.27813556062054673,1.4352636960551497,936.1008599806464,0.29280741023709533
KMeans,"{""pca_components"": 8, ""n_clusters"": 4, ""n_init"": 25}",4,0.0,123,2240,True,0.27831516307777565,1.435700659471487,936.1041368555775,0.2929057677603453
GaussianMixture,"{""pca_components"": 8, ""n_components"": 4, ""covariance_type"": ""full""}",4,0.0,302,2240,True,0.11612892685888433,2.7433789028135953,499.47196278376816,0.1472631053437932
GaussianMixture,"{""pca_components"": 8, ""n_components"": 4, ""covariance_type"": ""tied""}",4,0.0,359,2240,True,0.18825047845581244,1.7718854986705654,870.4226630166821,0.22125835329222673
GaussianMixture,"{""pca_components"": 8, ""n_components"": 4, ""covariance_type"": ""diag""}",4,0.0,423,2240,True,0.18075804274821108,1.7613133055802144,825.5878318610708,0.2162852357205682
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 4, ""linkage"": ""ward""}",4,0.0,157,2240,True,0.25870701740226826,1.588199794398296,867.714850116464,0.27342894374337384
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 4, ""linkage"": ""complete""}",4,0.0,2,2240,True,0.48768112243524064,0.6598297483099679,20.25096427431846,0.367813096421274
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 4, ""linkage"": ""average""}",4,0.0,2,2240,True,0.48768112243524064,0.6598297483099678,20.25096427431846,0.367813096421274
KMeans,"{""pca_components"": 8, ""n_clusters"": 5, ""n_init"": 10}",5,0.0,122,2240,True,0.18814114328358741,1.6459344416742927,792.6867169025736,0.22470318862941963
KMeans,"{""pca_components"": 8, ""n_clusters"": 5, ""n_init"": 25}",5,0.0,122,2240,True,0.18814114328358741,1.6459344416742927,792.6867169025736,0.22470318862941963
GaussianMixture,"{""pca_components"": 8, ""n_components"": 5, ""covariance_type"": ""full""}",5,0.0,254,2240,True,0.11690971102186301,2.585479099853607,547.874690812273,0.15119574789595766
GaussianMixture,"{""pca_components"": 8, ""n_components"": 5, ""covariance_type"": ""tied""}",5,0.0,129,2240,True,0.18348713159445482,1.697722226379985,761.2432484652871,0.21954983951684837
GaussianMixture,"{""pca_components"": 8, ""n_components"": 5, ""covariance_type"": ""diag""}",5,0.0,127,2240,True,0.17205324033818123,1.6729079567380265,731.2134843866182,0.2126778330602434
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 5, ""linkage"": ""ward""}",5,0.0,157,2240,True,0.22070872149530527,1.9590891808651207,707.4424831905817,0.23502055021274484
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 5, ""linkage"": ""complete""}",5,0.0,2,2240,True,0.34652451696852954,0.8262899438001196,408.4799184757829,0.2662152805182658
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 5, ""linkage"": ""average""}",5,0.0,1,2240,True,0.4449691344853759,0.48789231130056765,15.727041243833895,0.35741012057588206
KMeans,"{""pca_components"": 8, ""n_clusters"": 6, ""n_init"": 10}",6,0.0,122,2240,True,0.1640263053292215,1.7950261358171493,703.3037742747662,0.2030947381002085
KMeans,"{""pca_components"": 8, ""n_clusters"": 6, ""n_init"": 25}",6,0.0,122,2240,True,0.1640263053292215,1.7950261358171493,703.3037742747662,0.2030947381002085
GaussianMixture,"{""pca_components"": 8, ""n_components"": 6, ""covariance_type"": ""full""}",6,0.0,69,2240,True,0.08180057201145066,2.6472921646453034,434.49458130548766,0.12605931922896568
GaussianMixture,"{""pca_components"": 8, ""n_components"": 6, ""covariance_type"": ""tied""}",6,0.0,35,2240,True,0.18667342721048438,1.6283925391845695,642.7339547706492,0.22288023602036786
GaussianMixture,"{""pca_components"": 8, ""n_components"": 6, ""covariance_type"": ""diag""}",6,0.0,27,2240,True,0.162003945964894,2.5783224584367694,578.609954110656,0.18095380455135865
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 6, ""linkage"": ""ward""}",6,0.0,157,2240,True,0.10371173703898157,2.2093040136548354,610.5227634702519,0.15141636646053744
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 6, ""linkage"": ""complete""}",6,0.0,2,2240,True,0.3474023255290385,0.8225729804059579,335.0805103978942,0.26633103514572387
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 6, ""linkage"": ""average""}",6,0.0,1,2240,True,0.34343626972790425,0.6141736355016076,14.94927726461952,0.27826107781021725
KMeans,"{""pca_components"": 8, ""n_clusters"": 7, ""n_init"": 10}",7,0.0,123,2240,True,0.16891123438634564,1.7487783702763358,641.3053399896773,0.20715484906170528
KMeans,"{""pca_components"": 8, ""n_clusters"": 7, ""n_init"": 25}",7,0.0,123,2240,True,0.16891123438634564,1.7487783702763358,641.3053399896773,0.20715484906170528
GaussianMixture,"{""pca_components"": 8, ""n_components"": 7, ""covariance_type"": ""full""}",7,0.0,43,2240,True,0.09719227540789835,2.236013344431903,414.292609225325,0.1445734579715824
GaussianMixture,"{""pca_components"": 8, ""n_components"": 7, ""covariance_type"": ""tied""}",7,0.0,22,2240,True,0.16918731636530365,1.925173159660328,543.8075873377694,0.20087485746129907
GaussianMixture,"{""pca_components"": 8, ""n_components"": 7, ""covariance_type"": ""diag""}",7,0.0,26,2240,True,0.16023097054812555,2.4656907365068164,514.1747257629947,0.1814275702478217
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 7, ""linkage"": ""ward""}",7,0.0,157,2240,True,0.09503528422601489,2.1695332037204738,540.5795073535652,0.14605469796191928
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 7, ""linkage"": ""complete""}",7,0.0,2,2240,True,0.31321096041096286,0.8610967807442506,298.8984098736261,0.2409055008975204
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 7, ""linkage"": ""average""}",7,0.0,1,2240,True,0.28591785363206557,0.6484330861739506,13.396589878241295,0.23763974461196227
KMeans,"{""pca_components"": 8, ""n_clusters"": 8, ""n_init"": 10}",8,0.0,119,2240,True,0.16538096006671746,1.7672284368132947,586.4402290338827,0.20370512799967996
KMeans,"{""pca_components"": 8, ""n_clusters"": 8, ""n_init"": 25}",8,0.0,119,2240,True,0.16538096006671746,1.7672284368132947,586.4402290338827,0.20370512799967996
GaussianMixture,"{""pca_components"": 8, ""n_components"": 8, ""covariance_type"": ""full""}",8,0.0,36,2240,True,0.07549297582694502,2.7075157742212417,383.56647186190776,0.12033669545518343
GaussianMixture,"{""pca_components"": 8, ""n_components"": 8, ""covariance_type"": ""tied""}",8,0.0,40,2240,True,0.1544437849643554,1.784853347975125,554.2401795681897,0.19570219600739786
GaussianMixture,"{""pca_components"": 8, ""n_components"": 8, ""covariance_type"": ""diag""}",8,0.0,26,2240,True,0.11277121946599786,2.4563505669312904,468.2205702748236,0.1503141243031073
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 8, ""linkage"": ""ward""}",8,0.0,54,2240,True,0.09840919756553525,2.104104518126257,490.98029926466654,0.14941430662424368
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 8, ""linkage"": ""complete""}",8,0.0,2,2240,True,0.2746601510637352,1.0121869811598219,299.8189398322106,0.20577021448509267
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 8, ""linkage"": ""average""}",8,0.0,1,2240,True,0.2292446778390008,0.7463551608543395,16.933553544505813,0.19233367787233643
KMeans,"{""pca_components"": 8, ""n_clusters"": 9, ""n_init"": 10}",9,0.0,122,2240,True,0.15293478856288698,1.7531631641212355,544.392077065263,0.19565617697623727
KMeans,"{""pca_components"": 8, ""n_clusters"": 9, ""n_init"": 25}",9,0.0,113,2240,True,0.15493147783812453,1.7377047578676905,545.5795985707659,0.19747862719232806
GaussianMixture,"{""pca_components"": 8, ""n_components"": 9, ""covariance_type"": ""full""}",9,0.0,16,2240,True,0.0624561097449952,2.420272407818025,349.0342636971784,0.017180407168226164
GaussianMixture,"{""pca_components"": 8, ""n_components"": 9, ""covariance_type"": ""tied""}",9,0.0,37,2240,True,0.1306748916010079,1.9034455464212452,498.5799966606056,0.1760290735156273
GaussianMixture,"{""pca_components"": 8, ""n_components"": 9, ""covariance_type"": ""diag""}",9,0.0,29,2240,True,0.1035868245616744,2.3280181303389136,431.8162710841571,0.1467693817447021
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 9, ""linkage"": ""ward""}",9,0.0,5,2240,True,0.09910996887249829,1.9565416845521417,452.9633034847641,0.05350936588064242
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 9, ""linkage"": ""complete""}",9,0.0,2,2240,True,0.23499118051540202,1.1112859959933168,319.47763500508313,0.1743502871046824
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 9, ""linkage"": ""average""}",9,0.0,1,2240,True,0.32312562546922025,0.7157395880675766,217.84737517383152,0.25791988820861267
KMeans,"{""pca_components"": 8, ""n_clusters"": 10, ""n_init"": 10}",10,0.0,5,2240,True,0.15340617220901598,1.6549135676483953,508.8351741515996,0.09896738774685634
KMeans,"{""pca_components"": 8, ""n_clusters"": 10, ""n_init"": 25}",10,0.0,5,2240,True,0.15340617220901598,1.6549135676483953,508.8351741515996,0.09896738774685634
GaussianMixture,"{""pca_components"": 8, ""n_components"": 10, ""covariance_type"": ""full""}",10,0.0,26,2240,True,0.054448432951350496,2.597960836574248,346.8031314226724,0.10834331518500541
GaussianMixture,"{""pca_components"": 8, ""n_components"": 10, ""covariance_type"": ""tied""}",10,0.0,22,2240,True,0.12439041802234303,1.855561037454546,449.83526423221923,0.17290059441961453
GaussianMixture,"{""pca_components"": 8, ""n_components"": 10, ""covariance_type"": ""diag""}",10,0.0,29,2240,True,0.0940650602537898,2.459146877159516,396.0991696331098,0.1373754360712195
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 10, ""linkage"": ""ward""}",10,0.0,5,2240,True,0.09385025440412104,1.9170666629182924,424.1126110256163,0.050946323807213034
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 10, ""linkage"": ""complete""}",10,0.0,2,2240,True,0.19197188336692836,1.3849054823451803,307.27039434314787,0.13268038532423598
AgglomerativeClustering,"{""pca_components"": 8, ""n_clusters"": 10, ""linkage"": ""average""}",10,0.0,1,2240,True,0.26656614155949127,0.7470912239300995,196.10162559414067,0.2183239975728152
DBSCAN,"{""pca_components"": 8, ""eps"": 0.25, ""min_samples"": 5}",0,1.0,0,2240,False,,,,
DBSCAN,"{""pca_components"": 8, ""eps"": 0.25, ""min_samples"": 10}",0,1.0,0,2240,False,,,,
DBSCAN,"{""pca_components"": 8, ""eps"": 0.25, ""min_samples"": 20}",0,1.0,0,2240,False,,,,
DBSCAN,"{""pca_components"": 8, ""eps"": 0.35, ""min_samples"": 5}",0,1.0,0,2240,False,,,,
DBSCAN,"{""pca_components"": 8, ""eps"": 0.35, ""min_samples"": 10}",0,1.0,0,2240,False,,,,
DBSCAN,"{""pca_components"": 8, ""eps"": 0.35, ""min_samples"": 20}",0,1.0,0,2240,False,,,,
DBSCAN,"{""pca_components"": 8, ""eps"": 0.5, ""min_samples"": 5}",0,1.0,0,2240,False,,,,
DBSCAN,"{""pca_components"": 8, ""eps"": 0.5, ""min_samples"": 10}",0,1.0,0,2240,False,,,,
DBSCAN,"{""pca_components"": 8, ""eps"": 0.5, ""min_samples"": 20}",0,1.0,0,2240,False,,,,
DBSCAN,"{""pca_components"": 8, ""eps"": 0.75, ""min_samples"": 5}",20,0.9200892857142857,3,2240,True,0.25575835647934053,1.0367512371329182,45.33587385366067,-0.04058153698128861
DBSCAN,"{""pca_components"": 8, ""eps"": 0.75, ""min_samples"": 10}",0,1.0,0,2240,False,,,,
DBSCAN,"{""pca_components"": 8, ""eps"": 0.75, ""min_samples"": 20}",0,1.0,0,2240,False,,,,
DBSCAN,"{""pca_components"": 8, ""eps"": 1.0, ""min_samples"": 5}",15,0.6553571428571429,5,2240,True,0.06840290886125666,0.9682166886053456,84.4215365433877,-0.0915146447664556
DBSCAN,"{""pca_components"": 8, ""eps"": 1.0, ""min_samples"": 10}",4,0.7625,6,2240,True,0.03934723406940158,1.1131237432614516,143.81941135010712,-0.145302840537576
DBSCAN,"{""pca_components"": 8, ""eps"": 1.0, ""min_samples"": 20}",5,0.9272321428571428,11,2240,True,0.21361918516074282,1.3880955363366105,47.315219918789076,-0.08779648406101737
DBSCAN,"{""pca_components"": 8, ""eps"": 1.25, ""min_samples"": 5}",10,0.3410714285714286,2,2240,True,-0.045382653885190034,1.386716396976283,222.5028609167379,-0.10779513277914846
DBSCAN,"{""pca_components"": 8, ""eps"": 1.25, ""min_samples"": 10}",6,0.5294642857142857,6,2240,True,0.42442977158145617,1.3040853692080256,356.5112490893757,0.1555813167184367
DBSCAN,"{""pca_components"": 8, ""eps"": 1.25, ""min_samples"": 20}",3,0.6620535714285714,17,2240,True,0.24189734458735246,0.85643650281389,285.1170904341846,0.029237656365330572
DBSCAN,"{""pca_components"": 8, ""eps"": 1.5, ""min_samples"": 5}",6,0.17276785714285714,3,2240,True,-0.13410236236114176,1.2513138129450805,11.334771912644994,-0.11919888277961345
DBSCAN,"{""pca_components"": 8, ""eps"": 1.5, ""min_samples"": 10}",2,0.25357142857142856,10,2240,True,0.17838927015150802,0.8606780587288407,20.65915033717069,0.0871263816179896
DBSCAN,"{""pca_components"": 8, ""eps"": 1.5, ""min_samples"": 20}",2,0.38928571428571423,410,2240,True,0.48971676799461783,0.7849628549068224,1700.3892499030012,0.3780573001001615
DBSCAN,"{""pca_components"": 8, ""eps"": 2.0, ""min_samples"": 5}",1,0.034375000000000044,2163,2240,False,,,,
DBSCAN,"{""pca_components"": 8, ""eps"": 2.0, ""min_samples"": 10}",1,0.04598214285714286,2137,2240,False,,,,
DBSCAN,"{""pca_components"": 8, ""eps"": 2.0, ""min_samples"": 20}",1,0.07946428571428577,2062,2240,False,,,,
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 10, ""min_samples"": null}",4,0.6352678571428572,15,2240,True,0.5124940344783435,1.1715873244195398,380.3155481235305,0.19323047590746964
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 10, ""min_samples"": 5}",5,0.5892857142857143,13,2240,True,0.1147071230801674,1.7387621805837419,522.2598464078137,-0.07625708668467629
HDBSCAN,"{""pca_components"": 8, ""min_cluster_size"": 10, ""min_samples"": 10}",4,0.6352678571428572,15,2240,True,0.5124940344783435,1.1715873244195398,380.3155481235305,0.19323047590746964
