algorithm,params,cluster_count,noise_ratio,min_cluster_size,sample_count,valid,silhouette_score,davies_bouldin_index,calinski_harabasz_score,objective_score
AgglomerativeClustering,"{""pca_components"": 3, ""n_clusters"": 5, ""linkage"": ""complete""}",5,0.0,3,2240,True,0.3218439012717444,1.1842405341916433,1072.5215920175906,0.2343800106095826
AgglomerativeClustering,"{""pca_components"": 3, ""n_clusters"": 5, ""linkage"": ""average""}",5,0.0,2,2240,True,0.3745801928094214,0.739493208834185,569.6130125411958,0.2928932761623675
KMeans,"{""pca_components"": 3, ""n_clusters"": 6, ""n_init"": 10}",6,0.0,164,2240,True,0.28543416021311674,1.1580034640033459,1724.9554196661215,0.3186295797915165
KMeans,"{""pca_components"": 3, ""n_clusters"": 6, ""n_init"": 25}",6,0.0,164,2240,True,0.28543416021311674,1.1580034640033459,1724.9554196661215,0.3186295797915165
GaussianMixture,"{""pca_components"": 3, ""n_components"": 6, ""covariance_type"": ""full""}",6,0.0,143,2240,True,0.23925491348774988,1.3064555935930762,1403.2321557228572,0.2779394366438247
GaussianMixture,"{""pca_components"": 3, ""n_components"": 6, ""covariance_type"": ""tied""}",6,0.0,121,2240,True,0.2544274816856602,1.38435603173943,1455.2648222386358,0.28478062458643527
GaussianMixture,"{""pca_components"": 3, ""n_components"": 6, ""covariance_type"": ""diag""}",6,0.0,160,2240,True,0.24924048098853077,1.2744723008270595,1465.4230870661017,0.2865761489523636
AgglomerativeClustering,"{""pca_components"": 3, ""n_clusters"": 6, ""linkage"": ""ward""}",6,0.0,175,2240,True,0.21466943227226334,1.4042622392224235,1452.085732745352,0.25803798990207655
AgglomerativeClustering,"{""pca_components"": 3, ""n_clusters"": 6, ""linkage"": ""complete""}",6,0.0,3,2240,True,0.3051282471165576,1.0429849644077163,1149.003715738198,0.2321933634732629
AgglomerativeClustering,"{""pca_components"": 3, ""n_clusters"": 6, ""linkage"": ""average""}",6,0.0,1,2240,True,0.36925083765619915,0.6091018702251177,456.28134649012105,0.29994203122480667
KMeans,"{""pca_components"": 3, ""n_clusters"": 7, ""n_init"": 10}",7,0.0,163,2240,True,0.2883046378407217,1.1257063650309047,1653.6164849438505,0.3215421445499521
KMeans,"{""pca_components"": 3, ""n_clusters"": 7, ""n_init"": 25}",7,0.0,163,2240,True,0.28862414436732897,1.123358335587066,1653.6969817808267,0.32188068074490306
GaussianMixture,"{""pca_components"": 3, ""n_components"": 7, ""covariance_type"": ""full""}",7,0.0,161,2240,True,0.24178101578023967,1.3578544682927867,1368.812584976242,0.2768743825965962
GaussianMixture,"{""pca_components"": 3, ""n_components"": 7, ""covariance_type"": ""tied""}",7,0.0,104,2240,True,0.2719626343681214,1.132823796179821,1550.3198660559376,0.3094944073984551
GaussianMixture,"{""pca_components"": 3, ""n_components"": 7, ""covariance_type"": ""diag""}",7,0.0,157,2240,True,0.24478569753132687,1.1744188020071324,1444.1942832493494,0.28852589782466587
AgglomerativeClustering,"{""pca_components"": 3, ""n_clusters"": 7, ""linkage"": ""ward""}",7,0.0,130,2240,True,0.22156417091652686,1.3225289031064178,1355.1384505737117,0.26520938250457093
AgglomerativeClustering,"{""pca_components"": 3, ""n_clusters"": 7, ""linkage"": ""complete""}",7,0.0,3,2240,True,0.20905400049373685,1.1140019081558825,1163.2631935903303,0.16577684973231446
AgglomerativeClustering,"{""pca_components"": 3, ""n_clusters"": 7, ""linkage"": ""average""}",7,0.0,1,2240,True,0.3367657727163331,0.7532283084129838,805.8049161864946,0.26954989416506625
KMeans,"{""pca_components"": 3, ""n_clusters"": 8, ""n_init"": 10}",8,0.0,120,2240,True,0.2891964432434991,1.120905654465041,1565.1982711352634,0.32150384380496805
KMeans,"{""pca_components"": 3, ""n_clusters"": 8, ""n_init"": 25}",8,0.0,148,2240,True,0.28973958097398916,1.1422420830917464,1567.8490840007598,0.3207093813413385
GaussianMixture,"{""pca_components"": 3, ""n_components"": 8, ""covariance_type"": ""full""}",8,0.0,140,2240,True,0.26791417580946697,1.2315993536568548,1391.1754087732522,0.3000832458365796
GaussianMixture,"{""pca_components"": 3, ""n_components"": 8, ""covariance_type"": ""tied""}",8,0.0,79,2240,True,0.272363103014178,1.137728852569309,1438.0560166912417,0.30836312051002274
GaussianMixture,"{""pca_components"": 3, ""n_components"": 8, ""covariance_type"": ""diag""}",8,0.0,145,2240,True,0.25858029585457953,1.262761001732764,1404.1122445274368,0.2926028068418542
AgglomerativeClustering,"{""pca_components"": 3, ""n_clusters"": 8, ""linkage"": ""ward""}",8,0.0,130,2240,True,0.2259055306391009,1.2996608746542955,1298.795705718388,0.2685382332275941
AgglomerativeClustering,"{""pca_components"": 3, ""n_clusters"": 8, ""linkage"": ""complete""}",8,0.0,3,2240,True,0.19785623417847595,1.1614485309189742,1052.8582464277097,0.15479830982594142
AgglomerativeClustering,"{""pca_components"": 3, ""n_clusters"": 8, ""linkage"": ""average""}",8,0.0,1,2240,True,0.3365921384722392,0.6714870190656824,691.656653867848,0.2752688759442863
KMeans,"{""pca_components"": 3, ""n_clusters"": 9, ""n_init"": 10}",9,0.0,118,2240,True,0.27588125175118855,1.0903454807157749,1476.5711383572454,0.3136859802302516
KMeans,"{""pca_components"": 3, ""n_clusters"": 9, ""n_init"": 25}",9,0.0,121,2240,True,0.27040587864942756,1.1186653209032518,1481.6657210500136,0.30857929463147477
GaussianMixture,"{""pca_components"": 3, ""n_components"": 9, ""covariance_type"": ""full""}",9,0.0,108,2240,True,0.244359631284273,1.237697340331617,1236.3087684124494,0.2829188380727271
GaussianMixture,"{""pca_components"": 3, ""n_components"": 9, ""covariance_type"": ""tied""}",9,0.0,75,2240,True,0.26631782168833124,1.1547881357987224,1400.4051792361804,0.303131322957154
GaussianMixture,"{""pca_components"": 3, ""n_components"": 9, ""covariance_type"": ""diag""}",9,0.0,102,2240,True,0.252457438368074,1.254642539979855,1309.8782111377586,0.28807843900053165
AgglomerativeClustering,"{""pca_components"": 3, ""n_clusters"": 9, ""linkage"": ""ward""}",9,0.0,130,2240,True,0.22952616267556486,1.2498577010702816,1250.8882004162617,0.2728190264064816
AgglomerativeClustering,"{""pca_components"": 3, ""n_clusters"": 9, ""linkage"": ""complete""}",9,0.0,3,2240,True,0.14237780442230705,1.1343880988394481,941.9723440795049,0.11909488494818429
AgglomerativeClustering,"{""pca_components"": 3, ""n_clusters"": 9, ""linkage"": ""average""}",9,0.0,1,2240,True,0.32254579493436464,0.6508612630655428,610.1225419486955,0.26719209738485517
KMeans,"{""pca_components"": 3, ""n_clusters"": 10, ""n_init"": 10}",10,0.0,88,2240,True,0.2682919965101254,1.089312165539251,1414.071937448615,0.3081871218602333
KMeans,"{""pca_components"": 3, ""n_clusters"": 10, ""n_init"": 25}",10,0.0,88,2240,True,0.2682919965101254,1.089312165539251,1414.071937448615,0.3081871218602333
GaussianMixture,"{""pca_components"": 3, ""n_components"": 10, ""covariance_type"": ""full""}",10,0.0,85,2240,True,0.2570358220969109,1.168624597773809,1244.0723567582684,0.29479444893296697
GaussianMixture,"{""pca_components"": 3, ""n_components"": 10, ""covariance_type"": ""tied""}",10,0.0,72,2240,True,0.2561988838053029,1.1477561665889908,1314.8110991239284,0.29607793590381887
GaussianMixture,"{""pca_components"": 3, ""n_components"": 10, ""covariance_type"": ""diag""}",10,0.0,83,2240,True,0.25238015864386265,1.2137312733237544,1245.8958717577025,0.2894375648656508
AgglomerativeClustering,"{""pca_components"": 3, ""n_clusters"": 10, ""linkage"": ""ward""}",10,0.0,88,2240,True,0.22742973876221032,1.2724291661582487,1171.0499797760265,0.2695542602439089
AgglomerativeClustering,"{""pca_components"": 3, ""n_clusters"": 10, ""linkage"": ""complete""}",10,0.0,3,2240,True,0.13177406755451035,1.1028467423586015,852.7494436525049,0.11306709591142686
AgglomerativeClustering,"{""pca_components"": 3, ""n_clusters"": 10, ""linkage"": ""average""}",10,0.0,1,2240,True,0.3146547951371812,0.7229182017433666,618.2397235675236,0.25581066592856017
DBSCAN,"{""pca_components"": 3, ""eps"": 0.25, ""min_samples"": 5}",48,0.7366071428571428,3,2240,True,0.17140078718185958,0.7173448241809076,436.37047099389855,-0.022804009221768923
DBSCAN,"{""pca_components"": 3, ""eps"": 0.25, ""min_samples"": 10}",6,0.9683035714285715,10,2240,True,0.5154785712583396,0.6608944547508558,148.23781698690263,0.14498886115116896
DBSCAN,"{""pca_components"": 3, ""eps"": 0.25, ""min_samples"": 20}",0,1.0,0,2240,False,,,,
DBSCAN,"{""pca_components"": 3, ""eps"": 0.35, ""min_samples"": 5}",39,0.4125,3,2240,True,-0.0653954019571751,0.7502377629572461,243.20118927956892,-0.10036226310655816
DBSCAN,"{""pca_components"": 3, ""eps"": 0.35, ""min_samples"": 10}",9,0.7191964285714285,7,2240,True,0.18720606970120157,0.6794677400063187,596.3814594448266,-0.003294662446134272
DBSCAN,"{""pca_components"": 3, ""eps"": 0.35, ""min_samples"": 20}",2,0.9767857142857143,24,2240,True,0.49032522620765734,0.7967317132582115,69.02722613076516,0.21434677095735136
DBSCAN,"{""pca_components"": 3, ""eps"": 0.5, ""min_samples"": 5}",8,0.13258928571428574,2,2240,True,-0.43468719964748137,1.3128607275119462,6.151679852574349,-0.3075412374761805
DBSCAN,"{""pca_components"": 3, ""eps"": 0.5, ""min_samples"": 10}",6,0.30714285714285716,10,2240,True,-0.12380596097548806,1.4276180181359017,14.096479575495371,-0.15413701905587512
DBSCAN,"{""pca_components"": 3, ""eps"": 0.5, ""min_samples"": 20}",3,0.5776785714285715,93,2240,True,0.5636770503862014,1.3988159965895912,3094.2174434690755,0.3571306953966666
DBSCAN,"{""pca_components"": 3, ""eps"": 0.75, ""min_samples"": 5}",1,0.042857142857142816,2144,2240,False,,,,
DBSCAN,"{""pca_components"": 3, ""eps"": 0.75, ""min_samples"": 10}",1,0.0691964285714286,2085,2240,False,,,,
DBSCAN,"{""pca_components"": 3, ""eps"": 0.75, ""min_samples"": 20}",1,0.140625,1925,2240,False,,,,
DBSCAN,"{""pca_components"": 3, ""eps"": 1.0, ""min_samples"": 5}",1,0.010267857142857162,2217,2240,False,,,,
DBSCAN,"{""pca_components"": 3, ""eps"": 1.0, ""min_samples"": 10}",1,0.023660714285714257,2187,2240,False,,,,
DBSCAN,"{""pca_components"": 3, ""eps"": 1.0, ""min_samples"": 20}",1,0.03839285714285712,2154,2240,False,,,,
DBSCAN,"{""pca_components"": 3, ""eps"": 1.25, ""min_samples"": 5}",1,0.004017857142857184,2231,2240,False,,,,
DBSCAN,"{""pca_components"": 3, ""eps"": 1.25, ""min_samples"": 10}",1,0.006249999999999978,2226,2240,False,,,,
DBSCAN,"{""pca_components"": 3, ""eps"": 1.25, ""min_samples"": 20}",1,0.01651785714285714,2203,2240,False,,,,
DBSCAN,"{""pca_components"": 3, ""eps"": 1.5, ""min_samples"": 5}",1,0.002678571428571419,2234,2240,False,,,,
DBSCAN,"{""pca_components"": 3, ""eps"": 1.5, ""min_samples"": 10}",1,0.0031250000000000444,2233,2240,False,,,,
DBSCAN,"{""pca_components"": 3, ""eps"": 1.5, ""min_samples"": 20}",1,0.004910714285714324,2229,2240,False,,,,
DBSCAN,"{""pca_components"": 3, ""eps"": 2.0, ""min_samples"": 5}",1,0.0022321428571429047,2235,2240,False,,,,
DBSCAN,"{""pca_components"": 3, ""eps"": 2.0, ""min_samples"": 10}",1,0.0022321428571429047,2235,2240,False,,,,
DBSCAN,"{""pca_components"": 3, ""eps"": 2.0, ""min_samples"": 20}",1,0.0022321428571429047,2235,2240,False,,,,
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 10, ""min_samples"": null}",4,0.5044642857142857,18,2240,True,0.4640675257307642,0.6170044161250505,2045.4078100406823,0.25058877362052123
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 10, ""min_samples"": 5}",10,0.4776785714285714,11,2240,True,0.20472628958546735,0.7382021953769209,825.9964473086926,0.06573917560765183
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 10, ""min_samples"": 10}",4,0.5044642857142857,18,2240,True,0.4640675257307642,0.6170044161250505,2045.4078100406823,0.25058877362052123
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 10, ""min_samples"": 20}",3,0.5232142857142856,31,2240,True,0.5363839857624347,0.5203417915148517,3008.1368681707663,0.4123640965041811
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 20, ""min_samples"": null}",3,0.5232142857142856,31,2240,True,0.5363839857624347,0.5203417915148517,3008.1368681707663,0.4123640965041811
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 20, ""min_samples"": 5}",3,0.4107142857142857,108,2240,True,0.5044728609188577,0.654021709553148,2837.978876456,0.40475532340946996
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 20, ""min_samples"": 10}",3,0.5125,43,2240,True,0.5330733691642572,0.5504350761482776,2964.411334700068,0.4092618653163425
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 20, ""min_samples"": 20}",3,0.5232142857142856,31,2240,True,0.5363839857624347,0.5203417915148517,3008.1368681707663,0.4123640965041811
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 35, ""min_samples"": null}",2,0.3433035714285714,539,2240,True,0.6026409773595011,0.5521032531316962,3580.558673296441,0.5027680874304579
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 35, ""min_samples"": 5}",3,0.4107142857142857,108,2240,True,0.5044728609188577,0.654021709553148,2837.978876456,0.40475532340946996
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 35, ""min_samples"": 10}",3,0.5125,43,2240,True,0.5330733691642572,0.5504350761482776,2964.411334700068,0.4092618653163425
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 35, ""min_samples"": 20}",2,0.5,373,2240,True,0.6930010089258019,0.4223252329332858,4378.0767585676995,0.5449999425779717
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 50, ""min_samples"": null}",2,0.48080357142857144,395,2240,True,0.6922268918763473,0.42719434921364924,4554.974069306138,0.5504651825455772
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 50, ""min_samples"": 5}",3,0.4107142857142857,108,2240,True,0.5044728609188577,0.654021709553148,2837.978876456,0.40475532340946996
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 50, ""min_samples"": 10}",2,0.47232142857142856,395,2240,True,0.6618636081532959,0.4603574897038251,3797.5965838778743,0.5212979135808793
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 50, ""min_samples"": 20}",2,0.5,373,2240,True,0.6930010089258019,0.4223252329332858,4378.0767585676995,0.5449999425779717
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 75, ""min_samples"": null}",2,0.48526785714285714,396,2240,True,0.6972716205355581,0.42344339538329095,4722.468033638471,0.5547647165320059
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 75, ""min_samples"": 5}",3,0.4107142857142857,108,2240,True,0.5044728609188577,0.654021709553148,2837.978876456,0.40475532340946996
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 75, ""min_samples"": 10}",2,0.47232142857142856,395,2240,True,0.6618636081532959,0.4603574897038251,3797.5965838778743,0.5212979135808793
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 75, ""min_samples"": 20}",2,0.5,373,2240,True,0.6930010089258019,0.4223252329332858,4378.0767585676995,0.5449999425779717
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 100, ""min_samples"": null}",2,0.49419642857142854,388,2240,True,0.7079401168177213,0.41055129693763176,5006.187956545379,0.5639095153892392
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 100, ""min_samples"": 5}",3,0.4107142857142857,108,2240,True,0.5044728609188577,0.654021709553148,2837.978876456,0.40475532340946996
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 100, ""min_samples"": 10}",2,0.47232142857142856,395,2240,True,0.6618636081532959,0.4603574897038251,3797.5965838778743,0.5212979135808793
HDBSCAN,"{""pca_components"": 3, ""min_cluster_size"": 100, ""min_samples"": 20}",2,0.5,373,2240,True,0.6930010089258019,0.4223252329332858,4378.0767585676995,0.5449999425779717
KMeans,"{""pca_components"": 5, ""n_clusters"": 2, ""n_init"": 10}",2,0.0,1107,2240,True,0.4106979149514832,0.972489609854743,2087.6576555009824,0.4145736011883676
KMeans,"{""pca_components"": 5, ""n_clusters"": 2, ""n_init"": 25}",2,0.0,1108,2240,True,0.4107160938446236,0.9726062698738891,2087.662549711076,0.41457797080210224
GaussianMixture,"{""pca_components"": 5, ""n_components"": 2, ""covariance_type"": ""full""}",2,0.0,988,2240,True,0.3863847726342887,1.0032718762630775,1833.066302020287,0.39427660695635697
GaussianMixture,"{""pca_components"": 5, ""n_components"": 2, ""covariance_type"": ""tied""}",2,0.0,993,2240,True,0.39634364002813716,0.9797824475130147,1951.149728522836,0.40341136419584933
GaussianMixture,"{""pca_components"": 5, ""n_components"": 2, ""covariance_type"": ""diag""}",2,0.0,865,2240,True,0.37809265870384023,0.9719183019900661,1768.662320069633,0.39022695160255816
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 2, ""linkage"": ""ward""}",2,0.0,915,2240,True,0.3853714402054582,0.9756840204632128,1858.763704080254,0.3956175263939021
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 2, ""linkage"": ""complete""}",2,0.0,896,2240,True,0.36805916069393624,1.066844368995544,1659.8309182613477,0.3767941050524148
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 2, ""linkage"": ""average""}",2,0.0,1,2240,True,0.4871505848000077,0.38730393395185986,6.117066130239718,0.39691469561635995
KMeans,"{""pca_components"": 5, ""n_clusters"": 3, ""n_init"": 10}",3,0.0,581,2240,True,0.32370502464484047,1.2772146346938644,1605.363439883861,0.3362451400789265
KMeans,"{""pca_components"": 5, ""n_clusters"": 3, ""n_init"": 25}",3,0.0,583,2240,True,0.3235910833873678,1.2783279469254092,1605.3810355301548,0.3361176082871652
GaussianMixture,"{""pca_components"": 5, ""n_components"": 3, ""covariance_type"": ""full""}",3,0.0,645,2240,True,0.2629108490136227,1.3676033516935873,1269.2031303939514,0.28917609451941395
GaussianMixture,"{""pca_components"": 5, ""n_components"": 3, ""covariance_type"": ""tied""}",3,0.0,469,2240,True,0.3345967209046661,1.2532340822423613,1552.034843790337,0.3439598496016367
GaussianMixture,"{""pca_components"": 5, ""n_components"": 3, ""covariance_type"": ""diag""}",3,0.0,619,2240,True,0.3022887811871411,1.3078845286174652,1509.926448923673,0.31991128264124313
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 3, ""linkage"": ""ward""}",3,0.0,546,2240,True,0.2924264842640624,1.382091284675635,1442.2702710031745,0.3094497158409078
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 3, ""linkage"": ""complete""}",3,0.0,206,2240,True,0.27948803375725084,1.438371428551209,992.9223403186323,0.2941238934087737
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 3, ""linkage"": ""average""}",3,0.0,1,2240,True,0.38351990264221114,0.5752990957558516,10.68005462906991,0.30809475853178203
KMeans,"{""pca_components"": 5, ""n_clusters"": 4, ""n_init"": 10}",4,0.0,216,2240,True,0.2989948422245727,1.3515220975829885,1277.3284753595267,0.3134340511512722
KMeans,"{""pca_components"": 5, ""n_clusters"": 4, ""n_init"": 25}",4,0.0,216,2240,True,0.2989948422245727,1.3515220975829885,1277.3284753595267,0.3134340511512722
GaussianMixture,"{""pca_components"": 5, ""n_components"": 4, ""covariance_type"": ""full""}",4,0.0,363,2240,True,0.19730830373875596,1.8071042427646389,837.9475934721016,0.22568962262231154
GaussianMixture,"{""pca_components"": 5, ""n_components"": 4, ""covariance_type"": ""tied""}",4,0.0,266,2240,True,0.25523975865663506,1.6295514228738994,1169.6202251838968,0.27267529544910263
GaussianMixture,"{""pca_components"": 5, ""n_components"": 4, ""covariance_type"": ""diag""}",4,0.0,178,2240,True,0.28141425912347245,1.3481925113811193,1197.0368681538998,0.301354502657662
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 4, ""linkage"": ""ward""}",4,0.0,246,2240,True,0.249872180584937,1.6342879319947132,1091.2349157627075,0.26823157276018483
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 4, ""linkage"": ""complete""}",4,0.0,3,2240,True,0.2780160689512596,1.2427838064716414,674.7329106235189,0.19892638685042538
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 4, ""linkage"": ""average""}",4,0.0,1,2240,True,0.3736981003406026,0.712601781635915,616.164279331979,0.2950421334162199
KMeans,"{""pca_components"": 5, ""n_clusters"": 5, ""n_init"": 10}",5,0.0,212,2240,True,0.2150068507035153,1.521487472025791,1107.9484464392876,0.24998176297051833
KMeans,"{""pca_components"": 5, ""n_clusters"": 5, ""n_init"": 25}",5,0.0,212,2240,True,0.2150068507035153,1.521487472025791,1107.9484464392876,0.24998176297051833
GaussianMixture,"{""pca_components"": 5, ""n_components"": 5, ""covariance_type"": ""full""}",5,0.0,293,2240,True,0.16245549041394602,1.9977649811169567,827.2537894762635,0.19726407014237246
GaussianMixture,"{""pca_components"": 5, ""n_components"": 5, ""covariance_type"": ""tied""}",5,0.0,131,2240,True,0.2265860938317745,1.4618292079966413,1076.6376422137396,0.2595978426988347
GaussianMixture,"{""pca_components"": 5, ""n_components"": 5, ""covariance_type"": ""diag""}",5,0.0,154,2240,True,0.1974964519970191,1.453610771372922,1000.8612532901926,0.24027195782175154
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 5, ""linkage"": ""ward""}",5,0.0,246,2240,True,0.2279992358249434,1.6720688186090331,921.537326227411,0.25097534110648456
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 5, ""linkage"": ""complete""}",5,0.0,3,2240,True,0.1628906294067432,1.3658974268422557,717.8933305313541,0.11872599065115777
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 5, ""linkage"": ""average""}",5,0.0,1,2240,True,0.3170218689123672,0.824650867705461,464.42286492354293,0.24772095604112573
KMeans,"{""pca_components"": 5, ""n_clusters"": 6, ""n_init"": 10}",6,0.0,145,2240,True,0.20498995408347728,1.5263798230844399,1002.0613610471631,0.242219908900628
KMeans,"{""pca_components"": 5, ""n_clusters"": 6, ""n_init"": 25}",6,0.0,146,2240,True,0.2047856962980991,1.5258555397807037,1002.3182175522065,0.24211024983159926
GaussianMixture,"{""pca_components"": 5, ""n_components"": 6, ""covariance_type"": ""full""}",6,0.0,184,2240,True,0.13734966352355912,2.101698205928231,673.1997592822428,0.17661028626747086
GaussianMixture,"{""pca_components"": 5, ""n_components"": 6, ""covariance_type"": ""tied""}",6,0.0,129,2240,True,0.21708692947612016,1.634676733922519,896.593211304239,0.24496073766492657
GaussianMixture,"{""pca_components"": 5, ""n_components"": 6, ""covariance_type"": ""diag""}",6,0.0,153,2240,True,0.15729204626864438,1.505840092546631,878.6915560178276,0.21079368636800663
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 6, ""linkage"": ""ward""}",6,0.0,221,2240,True,0.22147884039783886,1.6171657272041715,826.7226441120592,0.24775165543184896
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 6, ""linkage"": ""complete""}",6,0.0,2,2240,True,0.16221459114310335,1.2793170330129662,579.9490950511871,0.12092095289960178
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 6, ""linkage"": ""average""}",6,0.0,1,2240,True,0.29040230497795105,0.9081641825776533,430.7191974119631,0.22408467000995688
KMeans,"{""pca_components"": 5, ""n_clusters"": 7, ""n_init"": 10}",7,0.0,133,2240,True,0.2106218976273942,1.4780372045621994,931.5877636354725,0.24710640914478607
KMeans,"{""pca_components"": 5, ""n_clusters"": 7, ""n_init"": 25}",7,0.0,133,2240,True,0.21072010741350872,1.4780075452455026,931.5917905004903,0.24717149328431925
GaussianMixture,"{""pca_components"": 5, ""n_components"": 7, ""covariance_type"": ""full""}",7,0.0,171,2240,True,0.06449308113453059,2.6591189377784183,641.1539972179457,0.11665450072510057
GaussianMixture,"{""pca_components"": 5, ""n_components"": 7, ""covariance_type"": ""tied""}",7,0.0,128,2240,True,0.20087567733885556,1.5157238822909431,886.8194626973884,0.23881236072817755
GaussianMixture,"{""pca_components"": 5, ""n_components"": 7, ""covariance_type"": ""diag""}",7,0.0,146,2240,True,0.16848283454105864,1.5303106210257806,820.0000675164963,0.21651594193741364
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 7, ""linkage"": ""ward""}",7,0.0,221,2240,True,0.14347798816318666,1.7510519965616755,773.457904449629,0.19186959881237328
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 7, ""linkage"": ""complete""}",7,0.0,2,2240,True,0.15417817414785767,1.270301883224543,565.6366492658801,0.11598969394855332
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 7, ""linkage"": ""average""}",7,0.0,1,2240,True,0.2842973678035937,0.8536541773743233,359.67379951747324,0.22325876528820812
KMeans,"{""pca_components"": 5, ""n_clusters"": 8, ""n_init"": 10}",8,0.0,134,2240,True,0.2023227934964195,1.447197719515175,865.9464661636576,0.2423269434651201
KMeans,"{""pca_components"": 5, ""n_clusters"": 8, ""n_init"": 25}",8,0.0,134,2240,True,0.2023227934964195,1.447197719515175,865.9464661636576,0.2423269434651201
GaussianMixture,"{""pca_components"": 5, ""n_components"": 8, ""covariance_type"": ""full""}",8,0.0,156,2240,True,0.09989499488064216,2.2172384642755896,628.5792164912456,0.14892393293152434
GaussianMixture,"{""pca_components"": 5, ""n_components"": 8, ""covariance_type"": ""tied""}",8,0.0,83,2240,True,0.1840127351769392,1.5471910285440966,758.4219665129215,0.2253398281380419
GaussianMixture,"{""pca_components"": 5, ""n_components"": 8, ""covariance_type"": ""diag""}",8,0.0,154,2240,True,0.15974349731777945,1.9075917490089853,730.6236176026462,0.19712131897830398
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 8, ""linkage"": ""ward""}",8,0.0,181,2240,True,0.13908678717085035,1.6525184947374871,711.1523933730782,0.19176798531017364
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 8, ""linkage"": ""complete""}",8,0.0,2,2240,True,0.1523285790870472,1.3778264264593252,534.5942616342959,0.10949755484341858
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 8, ""linkage"": ""average""}",8,0.0,1,2240,True,0.2880081330736086,0.9336082482963386,512.3530647591826,0.22162077699318303
KMeans,"{""pca_components"": 5, ""n_clusters"": 9, ""n_init"": 10}",9,0.0,123,2240,True,0.19346785001660932,1.445611384176831,811.149789198168,0.236089527563694
KMeans,"{""pca_components"": 5, ""n_clusters"": 9, ""n_init"": 25}",9,0.0,124,2240,True,0.19240586471844812,1.4409573311095756,811.1823619343039,0.2355944681721765
GaussianMixture,"{""pca_components"": 5, ""n_components"": 9, ""covariance_type"": ""full""}",9,0.0,137,2240,True,0.09490634591702582,2.088294610696213,578.6372017823426,0.14842632297164973
GaussianMixture,"{""pca_components"": 5, ""n_components"": 9, ""covariance_type"": ""tied""}",9,0.0,75,2240,True,0.16466237416181115,1.686305659573714,684.4400419646547,0.20693955788754778
GaussianMixture,"{""pca_components"": 5, ""n_components"": 9, ""covariance_type"": ""diag""}",9,0.0,136,2240,True,0.16647268791515693,1.792027093959936,681.0719799018796,0.20455864530649537
AgglomerativeClustering,"{""pca_components"": 5, ""n_clusters"": 9, ""linkage"": ""ward""}",9,0.0,87,2240,True,0.14147187567979677,1.5859986384260842,664.7493960703563,0.19527866467206545
